index,season,matchday,h_team,a_team,h_goals,a_goals,h_ht_goals,a_ht_goals,h_shots_on_goal,a_shots_on_goal,h_distance,a_distance,h_total_passes,a_total_passes,h_success_passes,a_success_passes,h_failed_passes,a_failed_passes,h_pass_ratio,a_pass_ratio,h_possession,a_possession,h_tackle_ratio,a_tackle_ratio,h_fouls,a_fouls,h_got_fouled,a_got_fouled,h_offside,a_offside,h_corners,a_corners
679,15-16,8,Hertha BSC,Hamburger SV,3,0,1,0,14,8,116.68,116.75,440,559,351,460,89,99,0.8,0.82,0.44,0.56,0.5,0.5,13,15,15,13,4,0,4,5
680,15-16,8,TSG Hoffenheim,VfB Stuttgart,2,2,1,0,11,18,115.16,117.73,341,481,221,356,120,125,0.65,0.74,0.41,0.59,0.51,0.49,12,15,14,12,4,5,6,5
681,15-16,8,FC Ingolstadt 04,Eintracht Frankfurt,2,0,0,0,14,12,115.49,113.11,364,562,249,431,115,131,0.68,0.77,0.4,0.6,0.57,0.43,11,11,10,11,1,2,4,3
682,15-16,8,FC Schalke 04,1. FC Köln,0,3,0,1,16,12,112.45,113.47,568,301,476,194,92,107,0.84,0.64,0.66,0.34,0.45,0.55,15,12,12,15,1,1,3,2
683,15-16,8,Bayern München,Borussia Dortmund,5,1,2,1,15,10,110.91,110.94,600,446,513,362,87,84,0.86,0.81,0.58,0.42,0.48,0.52,14,9,7,14,1,2,5,4
684,15-16,8,Bayer 04 Leverkusen,FC Augsburg,1,1,1,1,22,2,116.45,112.59,567,326,462,199,105,127,0.81,0.61,0.64,0.36,0.5,0.5,13,22,20,13,2,1,9,1
685,15-16,9,1. FSV Mainz 05,Borussia Dortmund,0,2,0,1,11,16,119.9,117.03,498,444,392,334,106,110,0.79,0.75,0.53,0.47,0.42,0.58,14,16,16,13,4,3,8,4
686,15-16,9,FC Schalke 04,Hertha BSC,2,1,1,0,19,9,114.76,106.97,457,364,390,276,67,88,0.85,0.76,0.56,0.44,0.58,0.42,18,16,16,18,0,0,7,6
687,15-16,9,VfL Wolfsburg,TSG Hoffenheim,4,2,2,1,17,8,115.08,115.8,493,480,395,381,98,99,0.8,0.79,0.51,0.49,0.63,0.37,14,12,11,12,3,2,5,4
688,15-16,9,Hamburger SV,Bayer 04 Leverkusen,0,0,0,0,8,10,108.49,108.8,377,428,248,294,129,134,0.66,0.69,0.46,0.54,0.51,0.49,22,20,19,20,3,1,3,5
689,15-16,9,FC Augsburg,SV Darmstadt 98,0,2,0,2,20,12,113.09,116.17,591,230,499,118,92,112,0.84,0.51,0.71,0.29,0.47,0.53,13,17,16,13,2,1,2,4
690,15-16,9,Werder Bremen,Bayern München,0,1,0,1,8,13,116.68,112.62,218,877,123,781,95,96,0.56,0.89,0.2,0.8,0.47,0.53,15,12,12,15,1,5,2,3
691,15-16,9,Eintracht Frankfurt,Bor. Mönchengladbach,1,5,1,1,7,16,111.38,114.66,486,514,371,404,115,110,0.76,0.79,0.49,0.51,0.45,0.55,18,14,13,17,6,6,1,1
692,15-16,9,1. FC Köln,Hannover 96,0,1,0,1,16,8,117.12,120.13,559,343,449,240,110,103,0.8,0.7,0.63,0.37,0.46,0.54,14,17,17,14,3,1,12,3
693,15-16,9,VfB Stuttgart,FC Ingolstadt 04,1,0,0,0,12,12,117.23,118.33,345,408,221,252,124,156,0.64,0.62,0.47,0.53,0.4,0.6,18,9,9,18,5,4,6,5
694,15-16,10,TSG Hoffenheim,Hamburger SV,0,1,0,0,12,20,109.78,112.2,317,354,225,241,92,113,0.71,0.68,0.47,0.53,0.43,0.57,24,23,22,23,1,1,1,5
695,15-16,10,Bayern München,1. FC Köln,4,0,2,0,26,4,110.01,110.57,819,291,759,221,60,70,0.93,0.76,0.74,0.26,0.45,0.55,8,4,4,7,1,2,10,0
696,15-16,10,Bayer 04 Leverkusen,VfB Stuttgart,4,3,0,0,19,12,118.26,120.6,497,288,361,159,136,129,0.73,0.55,0.63,0.37,0.54,0.46,16,13,11,16,6,4,5,3
697,15-16,10,Hannover 96,Eintracht Frankfurt,1,2,0,0,10,5,120.31,117.03,483,619,375,519,108,100,0.78,0.84,0.44,0.56,0.56,0.44,13,14,12,12,2,3,3,2
698,15-16,10,1. FSV Mainz 05,Werder Bremen,1,3,0,3,16,16,117.45,117.09,532,343,416,218,116,125,0.78,0.64,0.61,0.39,0.45,0.55,19,17,17,19,2,0,4,4
699,15-16,10,SV Darmstadt 98,VfL Wolfsburg,0,1,0,0,9,19,112.98,108.16,247,601,146,516,101,85,0.59,0.86,0.3,0.7,0.46,0.54,14,16,16,14,1,2,5,3
700,15-16,10,FC Ingolstadt 04,Hertha BSC,0,1,0,1,19,5,120.48,118.09,479,460,368,340,111,120,0.77,0.74,0.52,0.48,0.46,0.54,12,12,11,12,1,1,8,2
701,15-16,10,Borussia Dortmund,FC Augsburg,5,1,3,0,19,4,110.18,109.54,569,378,474,283,95,95,0.83,0.75,0.6,0.4,0.52,0.48,8,13,13,7,3,1,6,4
702,15-16,10,Bor. Mönchengladbach,FC Schalke 04,3,1,1,1,17,14,118.72,116.47,576,374,475,290,101,84,0.82,0.78,0.6,0.4,0.61,0.39,17,19,18,16,1,0,3,6
703,15-16,11,Eintracht Frankfurt,Bayern München,0,0,0,0,7,10,116.05,109.48,233,676,137,594,96,82,0.59,0.88,0.26,0.74,0.47,0.53,13,15,14,13,1,4,5,5
704,15-16,11,FC Schalke 04,FC Ingolstadt 04,1,1,0,1,18,7,115.95,118.65,517,303,418,193,99,110,0.81,0.64,0.64,0.36,0.51,0.49,17,18,17,17,3,2,3,3
705,15-16,11,FC Augsburg,1. FSV Mainz 05,3,3,1,2,25,10,111.32,116.2,495,268,378,154,117,114,0.76,0.57,0.65,0.35,0.55,0.45,11,16,12,11,2,0,11,4
706,15-16,11,Werder Bremen,Borussia Dortmund,1,3,1,2,8,12,116.13,111.08,279,781,195,690,84,91,0.7,0.88,0.27,0.73,0.49,0.51,17,15,15,17,2,7,1,9
707,15-16,11,1. FC Köln,TSG Hoffenheim,0,0,0,0,13,10,116.09,119.34,542,458,422,346,120,112,0.78,0.76,0.54,0.46,0.6,0.4,12,15,15,11,2,2,5,5
708,15-16,11,Hertha BSC,Bor. Mönchengladbach,1,4,0,2,14,11,119.69,119.82,500,704,400,597,100,107,0.8,0.85,0.42,0.58,0.46,0.54,10,13,13,10,2,3,5,4
709,15-16,11,VfL Wolfsburg,Bayer 04 Leverkusen,2,1,1,1,13,14,113.61,116.42,446,460,333,339,113,121,0.75,0.74,0.49,0.51,0.51,0.49,17,16,15,16,0,5,5,5
710,15-16,11,VfB Stuttgart,SV Darmstadt 98,2,0,0,0,18,17,110.35,108.57,390,265,272,142,118,123,0.7,0.54,0.6,0.4,0.49,0.51,21,18,16,21,2,6,7,5
711,15-16,11,Hamburger SV,Hannover 96,1,2,1,0,17,5,118.34,120.65,560,425,431,308,129,117,0.77,0.72,0.57,0.43,0.48,0.52,12,15,15,12,1,2,5,3
712,15-16,12,Hannover 96,Hertha BSC,1,3,0,1,8,12,114.58,114.29,503,467,408,367,95,100,0.81,0.79,0.52,0.48,0.38,0.62,19,9,9,19,1,1,2,2
713,15-16,12,Bayern München,VfB Stuttgart,4,0,4,0,33,5,107.3,111.66,762,265,678,184,84,81,0.89,0.69,0.74,0.26,0.59,0.41,8,15,14,8,4,6,7,3
714,15-16,12,Bayer 04 Leverkusen,1. FC Köln,1,2,1,1,12,17,108.09,107.53,388,351,298,243,90,108,0.77,0.69,0.52,0.48,0.44,0.56,18,12,11,18,1,4,6,9
715,15-16,12,Bor. Mönchengladbach,FC Ingolstadt 04,0,0,0,0,11,14,109.0,112.55,479,322,351,208,128,114,0.73,0.65,0.6,0.4,0.54,0.46,17,17,16,16,1,2,4,3
716,15-16,12,TSG Hoffenheim,Eintracht Frankfurt,0,0,0,0,8,17,115.99,112.05,591,566,527,485,64,81,0.89,0.86,0.5,0.5,0.55,0.45,11,13,13,11,5,4,1,3
717,15-16,12,1. FSV Mainz 05,VfL Wolfsburg,2,0,1,0,12,7,115.56,100.57,293,552,217,483,76,69,0.74,0.88,0.35,0.65,0.49,0.51,24,22,21,24,4,4,4,3
718,15-16,12,SV Darmstadt 98,Hamburger SV,1,1,0,1,15,8,113.93,113.94,285,500,183,373,102,127,0.64,0.75,0.37,0.63,0.6,0.4,14,18,17,14,3,1,3,2
719,15-16,12,Borussia Dortmund,FC Schalke 04,3,2,2,1,14,9,113.18,114.37,668,381,562,299,106,82,0.84,0.78,0.63,0.37,0.58,0.42,10,16,15,10,1,3,5,3
720,15-16,12,FC Augsburg,Werder Bremen,1,2,0,0,18,15,111.3,112.01,466,299,371,202,95,97,0.8,0.68,0.6,0.4,0.49,0.51,13,20,19,11,4,0,7,4
721,15-16,13,Hamburger SV,Borussia Dortmund,3,1,2,0,7,21,117.66,112.45,299,639,194,543,105,96,0.65,0.85,0.32,0.68,0.44,0.56,18,9,9,17,3,3,2,7
722,15-16,13,Bor. Mönchengladbach,Hannover 96,2,1,1,0,21,14,120.49,122.28,643,388,556,301,87,87,0.86,0.78,0.62,0.38,0.49,0.51,10,11,11,10,2,1,12,4
723,15-16,13,VfL Wolfsburg,Werder Bremen,6,0,2,0,21,9,110.8,110.62,632,352,535,240,97,112,0.85,0.68,0.64,0.36,0.58,0.42,12,8,8,12,2,1,7,3
724,15-16,13,Eintracht Frankfurt,Bayer 04 Leverkusen,1,3,1,2,9,17,110.6,111.87,342,486,237,387,105,99,0.69,0.8,0.42,0.58,0.6,0.4,15,19,19,14,3,3,3,8
725,15-16,13,1. FC Köln,1. FSV Mainz 05,0,0,0,0,14,7,115.91,120.8,452,496,351,400,101,96,0.78,0.81,0.48,0.52,0.55,0.45,14,11,10,13,6,2,6,1
726,15-16,13,VfB Stuttgart,FC Augsburg,0,4,0,3,18,13,114.25,113.81,562,387,440,270,122,117,0.78,0.7,0.6,0.4,0.44,0.56,8,16,15,8,2,4,6,4
727,15-16,13,FC Schalke 04,Bayern München,1,3,1,1,5,24,118.4,115.71,313,817,233,734,80,83,0.74,0.9,0.28,0.72,0.48,0.52,12,10,10,12,1,1,4,6
728,15-16,13,Hertha BSC,TSG Hoffenheim,1,0,1,0,1,7,116.95,118.05,477,581,365,451,112,130,0.77,0.78,0.45,0.55,0.47,0.53,26,16,16,25,0,1,2,3
729,15-16,13,FC Ingolstadt 04,SV Darmstadt 98,3,1,0,1,16,8,108.7,107.56,360,271,250,150,110,121,0.69,0.55,0.57,0.43,0.51,0.49,19,25,25,17,3,1,5,5
730,15-16,14,SV Darmstadt 98,1. FC Köln,0,0,0,0,9,12,118.17,117.5,301,552,173,439,128,113,0.57,0.8,0.36,0.64,0.49,0.51,16,12,12,16,4,1,4,7
731,15-16,14,Bayern München,Hertha BSC,2,0,2,0,24,4,109.04,109.48,820,356,740,275,80,81,0.9,0.77,0.7,0.3,0.52,0.48,14,13,13,13,4,2,9,1
732,15-16,14,Werder Bremen,Hamburger SV,1,3,0,2,14,13,119.06,121.6,435,429,294,304,141,125,0.68,0.71,0.51,0.49,0.52,0.48,21,18,16,19,2,2,6,3
733,15-16,14,Hannover 96,FC Ingolstadt 04,4,0,3,0,8,10,111.37,108.03,373,457,250,329,123,128,0.67,0.72,0.46,0.54,0.49,0.51,21,14,13,19,1,2,3,4
734,15-16,14,TSG Hoffenheim,Bor. Mönchengladbach,3,3,2,1,18,16,123.86,119.43,308,686,206,578,102,108,0.67,0.84,0.31,0.69,0.55,0.45,10,14,14,9,2,1,8,6
735,15-16,14,1. FSV Mainz 05,Eintracht Frankfurt,2,1,2,0,14,15,118.49,109.28,501,426,404,322,97,104,0.81,0.76,0.54,0.46,0.46,0.54,23,17,16,20,3,3,3,7
736,15-16,14,Borussia Dortmund,VfB Stuttgart,4,1,2,1,14,8,114.57,115.38,722,287,610,182,112,105,0.84,0.63,0.71,0.29,0.66,0.34,10,13,13,10,8,6,5,4
737,15-16,14,Bayer 04 Leverkusen,FC Schalke 04,1,1,0,0,18,9,115.09,112.98,465,370,367,272,98,98,0.79,0.74,0.56,0.44,0.51,0.49,9,11,11,9,4,2,9,5
738,15-16,14,FC Augsburg,VfL Wolfsburg,0,0,0,0,13,17,112.82,110.82,351,539,269,444,82,95,0.77,0.82,0.4,0.6,0.45,0.55,20,11,11,20,1,1,4,7
739,15-16,15,FC Schalke 04,Hannover 96,3,1,0,0,26,7,117.27,116.32,442,355,360,260,82,95,0.81,0.73,0.56,0.44,0.48,0.52,8,13,13,8,3,2,6,4
740,15-16,15,Bor. Mönchengladbach,Bayern München,3,1,0,0,13,22,122.08,115.92,389,571,275,465,114,106,0.71,0.81,0.4,0.6,0.49,0.51,13,12,12,13,6,5,3,9
741,15-16,15,Hamburger SV,1. FSV Mainz 05,1,3,0,1,20,11,124.97,124.97,605,419,485,307,120,112,0.8,0.73,0.59,0.41,0.54,0.46,19,18,17,19,1,2,2,3
742,15-16,15,1. FC Köln,FC Augsburg,0,1,0,0,22,22,112.61,111.33,388,373,296,289,92,84,0.76,0.77,0.51,0.49,0.48,0.52,17,18,17,17,2,1,7,6
743,15-16,15,Hertha BSC,Bayer 04 Leverkusen,2,1,1,1,10,8,115.1,107.1,601,423,489,317,112,106,0.81,0.75,0.59,0.41,0.42,0.58,18,15,14,18,0,1,8,2
744,15-16,15,FC Ingolstadt 04,TSG Hoffenheim,1,1,0,0,9,7,117.33,121.88,463,438,308,288,155,150,0.67,0.66,0.51,0.49,0.47,0.53,11,18,18,9,1,2,2,1
745,15-16,15,VfL Wolfsburg,Borussia Dortmund,1,2,0,1,22,14,111.7,120.46,469,370,388,269,81,101,0.83,0.73,0.56,0.44,0.59,0.41,14,14,14,13,2,5,9,5
746,15-16,15,VfB Stuttgart,Werder Bremen,1,1,1,0,12,7,111.25,112.37,470,323,373,228,97,95,0.79,0.71,0.59,0.41,0.53,0.47,18,16,16,18,2,2,4,5
747,15-16,15,Eintracht Frankfurt,SV Darmstadt 98,0,1,0,1,15,19,111.73,112.86,547,239,421,120,126,119,0.77,0.5,0.68,0.32,0.42,0.58,19,9,9,18,4,2,10,7
748,15-16,16,1. FSV Mainz 05,VfB Stuttgart,0,0,0,0,6,11,120.09,120.61,534,403,385,267,149,136,0.72,0.66,0.57,0.43,0.56,0.44,11,12,12,11,5,3,5,2
749,15-16,16,Bayern München,FC Ingolstadt 04,2,0,0,0,14,9,112.1,116.18,645,298,535,187,110,111,0.83,0.63,0.68,0.32,0.51,0.49,14,22,19,14,4,6,4,4
750,15-16,16,VfL Wolfsburg,Hamburger SV,1,1,0,1,20,5,115.38,123.72,542,357,440,243,102,114,0.81,0.68,0.61,0.39,0.59,0.41,11,21,20,11,4,1,10,4
751,15-16,16,Werder Bremen,1. FC Köln,1,1,1,0,10,12,122.61,121.3,384,548,280,430,104,118,0.73,0.78,0.41,0.59,0.49,0.51,17,9,9,17,1,2,6,4
752,15-16,16,TSG Hoffenheim,Hannover 96,1,0,1,0,14,19,120.63,116.93,389,468,295,374,94,94,0.76,0.8,0.44,0.56,0.42,0.58,18,19,18,18,3,2,3,10
753,15-16,16,SV Darmstadt 98,Hertha BSC,0,4,0,2,10,9,107.18,108.63,296,570,180,455,116,115,0.61,0.8,0.35,0.65,0.46,0.54,18,11,9,16,3,2,4,3
754,15-16,16,Bayer 04 Leverkusen,Bor. Mönchengladbach,5,0,1,0,14,6,113.77,108.44,425,495,301,369,124,126,0.71,0.75,0.46,0.54,0.53,0.47,13,18,17,11,1,1,4,2
755,15-16,16,FC Augsburg,FC Schalke 04,2,1,1,0,22,15,112.47,113.96,347,484,256,397,91,87,0.74,0.82,0.42,0.58,0.54,0.46,17,12,12,17,1,2,6,5
756,15-16,16,Borussia Dortmund,Eintracht Frankfurt,4,1,1,1,24,3,113.2,103.95,863,285,776,196,87,89,0.9,0.69,0.76,0.24,0.52,0.48,4,3,3,4,7,1,14,1
757,15-16,17,FC Schalke 04,TSG Hoffenheim,1,0,1,0,16,18,118.69,119.99,476,511,395,413,81,98,0.83,0.81,0.49,0.51,0.49,0.51,14,11,11,14,3,2,3,1
758,15-16,17,Hamburger SV,FC Augsburg,0,1,0,0,14,17,115.08,111.77,487,374,383,275,104,99,0.79,0.74,0.56,0.44,0.46,0.54,13,14,14,13,3,1,4,6
759,15-16,17,Eintracht Frankfurt,Werder Bremen,2,1,1,1,16,11,110.31,110.97,385,356,239,213,146,143,0.62,0.6,0.52,0.48,0.5,0.5,14,20,18,13,6,6,6,3
760,15-16,17,1. FC Köln,Borussia Dortmund,2,1,0,1,14,14,116.85,114.05,277,628,175,518,102,110,0.63,0.82,0.31,0.69,0.46,0.54,10,15,15,10,4,0,6,6
761,15-16,17,Hannover 96,Bayern München,0,1,0,1,6,20,119.81,112.8,217,867,135,779,82,88,0.62,0.9,0.21,0.79,0.45,0.55,10,10,8,8,4,1,5,5
762,15-16,17,FC Ingolstadt 04,Bayer 04 Leverkusen,0,1,0,0,11,9,108.87,110.87,368,359,224,215,144,144,0.61,0.6,0.51,0.49,0.44,0.56,12,18,17,12,2,3,6,3
763,15-16,17,VfB Stuttgart,VfL Wolfsburg,3,1,2,1,9,17,117.14,115.51,237,710,155,620,82,90,0.65,0.87,0.25,0.75,0.42,0.58,7,10,10,7,4,3,1,3
764,15-16,17,Hertha BSC,1. FSV Mainz 05,2,0,1,0,7,5,118.91,119.67,594,394,498,304,96,90,0.84,0.77,0.6,0.4,0.58,0.42,14,12,11,14,2,1,6,2
765,15-16,17,Bor. Mönchengladbach,SV Darmstadt 98,3,2,1,1,13,15,105.04,111.57,491,327,399,237,92,90,0.81,0.72,0.59,0.41,0.56,0.44,12,20,18,12,2,2,1,5
766,15-16,18,Hamburger SV,Bayern München,1,2,0,1,7,20,109.27,108.12,245,566,153,493,92,73,0.62,0.87,0.3,0.7,0.44,0.56,21,11,11,21,3,1,2,7
767,15-16,18,1. FC Köln,VfB Stuttgart,1,3,1,1,15,16,116.14,117.64,506,429,406,332,100,97,0.8,0.77,0.54,0.46,0.43,0.57,9,13,12,8,2,4,8,5
768,15-16,18,Hannover 96,SV Darmstadt 98,1,2,1,1,13,13,112.78,111.64,558,248,445,132,113,116,0.8,0.53,0.7,0.3,0.58,0.42,13,21,21,13,3,1,6,4
769,15-16,18,Hertha BSC,FC Augsburg,0,0,0,0,12,12,112.59,110.44,606,328,514,241,92,87,0.85,0.73,0.65,0.35,0.47,0.53,15,19,19,14,2,3,6,2
770,15-16,18,TSG Hoffenheim,Bayer 04 Leverkusen,1,1,1,0,5,17,112.88,112.92,308,542,193,444,115,98,0.63,0.82,0.36,0.64,0.44,0.56,16,15,15,16,3,2,2,9
771,15-16,18,FC Ingolstadt 04,1. FSV Mainz 05,1,0,1,0,9,7,112.44,112.4,301,518,185,391,116,127,0.61,0.75,0.37,0.63,0.52,0.48,21,17,16,20,2,6,3,1
772,15-16,18,Bor. Mönchengladbach,Borussia Dortmund,1,3,0,1,10,12,116.97,118.35,521,492,380,373,141,119,0.73,0.76,0.52,0.48,0.43,0.57,12,10,10,11,3,4,3,1
773,15-16,18,Eintracht Frankfurt,VfL Wolfsburg,3,2,0,1,12,18,114.48,113.35,385,546,276,452,109,94,0.72,0.83,0.42,0.58,0.55,0.45,14,20,19,13,3,2,3,3
774,15-16,18,FC Schalke 04,Werder Bremen,1,3,1,1,20,17,116.68,117.44,542,341,447,248,95,93,0.82,0.73,0.62,0.38,0.54,0.46,14,13,13,14,2,0,13,1
775,15-16,19,1. FSV Mainz 05,Bor. Mönchengladbach,1,0,1,0,13,12,125.17,120.45,383,678,271,548,112,130,0.71,0.81,0.37,0.63,0.55,0.45,13,11,11,12,1,2,8,4
776,15-16,19,Borussia Dortmund,FC Ingolstadt 04,2,0,0,0,11,5,111.54,108.71,563,285,421,147,142,138,0.75,0.52,0.67,0.33,0.55,0.45,15,18,18,15,3,2,4,1
777,15-16,19,Bayer 04 Leverkusen,Hannover 96,3,0,1,0,14,7,111.34,110.29,452,332,348,221,104,111,0.77,0.67,0.58,0.42,0.52,0.48,10,21,20,8,5,1,6,6
778,15-16,19,FC Augsburg,Eintracht Frankfurt,0,0,0,0,7,12,106.1,105.28,374,395,271,289,103,106,0.72,0.73,0.49,0.51,0.43,0.57,18,9,8,16,2,2,4,2
779,15-16,19,Werder Bremen,Hertha BSC,3,3,0,2,16,12,114.21,113.37,447,429,348,328,99,101,0.78,0.76,0.51,0.49,0.53,0.47,19,16,15,19,1,1,6,6
780,15-16,19,SV Darmstadt 98,FC Schalke 04,0,2,0,1,6,11,109.67,109.96,258,416,124,288,134,128,0.48,0.69,0.38,0.62,0.57,0.43,13,20,19,13,1,2,2,9
781,15-16,19,VfB Stuttgart,Hamburger SV,2,1,0,0,24,12,114.94,116.85,365,458,252,344,113,114,0.69,0.75,0.46,0.54,0.54,0.46,12,14,14,12,3,5,10,4
782,15-16,19,VfL Wolfsburg,1. FC Köln,1,1,0,0,17,11,115.73,115.49,659,318,560,212,99,106,0.85,0.67,0.68,0.32,0.46,0.54,11,11,11,11,1,2,5,5
783,15-16,19,Bayern München,TSG Hoffenheim,2,0,1,0,30,5,115.5,120.09,797,284,724,196,73,88,0.91,0.69,0.74,0.26,0.51,0.49,11,11,11,10,3,2,10,2
784,15-16,20,Bor. Mönchengladbach,Werder Bremen,5,1,2,0,17,15,112.88,110.66,394,436,288,323,106,113,0.73,0.74,0.47,0.53,0.54,0.46,14,12,12,14,3,3,2,7
785,15-16,20,FC Schalke 04,VfL Wolfsburg,3,0,2,0,15,14,112.54,107.63,317,475,236,403,81,72,0.74,0.85,0.4,0.6,0.52,0.48,15,14,12,15,3,0,6,6
786,15-16,20,Eintracht Frankfurt,VfB Stuttgart,2,4,0,2,17,16,110.14,111.25,598,417,517,341,81,76,0.86,0.82,0.59,0.41,0.53,0.47,9,15,15,8,3,3,2,7
787,15-16,20,Hannover 96,1. FSV Mainz 05,0,1,0,1,10,14,119.79,117.57,528,418,360,279,168,139,0.68,0.67,0.56,0.44,0.5,0.5,20,14,14,19,0,1,3,4
788,15-16,20,Hertha BSC,Borussia Dortmund,0,0,0,0,10,10,113.36,112.49,335,690,247,591,88,99,0.74,0.86,0.33,0.67,0.5,0.5,11,16,15,11,3,3,3,3
789,15-16,20,FC Ingolstadt 04,FC Augsburg,2,1,0,1,24,7,111.61,109.13,316,415,201,303,115,112,0.64,0.73,0.44,0.56,0.54,0.46,17,22,22,16,1,9,8,3
790,15-16,20,Bayer 04 Leverkusen,Bayern München,0,0,0,0,6,9,111.9,107.91,282,482,186,370,96,112,0.66,0.77,0.37,0.63,0.49,0.51,17,11,10,17,4,2,6,8
791,15-16,20,Hamburger SV,1. FC Köln,1,1,0,1,5,20,118.88,112.13,507,397,402,303,105,94,0.79,0.76,0.56,0.44,0.41,0.59,17,5,5,17,1,2,4,10
792,15-16,20,TSG Hoffenheim,SV Darmstadt 98,0,2,0,1,12,11,118.0,119.6,591,260,484,147,107,113,0.82,0.57,0.69,0.31,0.45,0.55,17,15,14,17,2,1,8,7
793,15-16,21,1. FSV Mainz 05,FC Schalke 04,2,1,1,0,11,14,120.47,119.15,365,502,268,400,97,102,0.73,0.8,0.42,0.58,0.5,0.5,7,17,16,6,1,5,5,7
794,15-16,21,Borussia Dortmund,Hannover 96,1,0,0,0,14,5,114.15,121.16,798,328,706,221,92,107,0.88,0.67,0.71,0.29,0.46,0.54,13,9,9,13,6,4,10,3
795,15-16,21,VfL Wolfsburg,FC Ingolstadt 04,2,0,2,0,8,11,114.33,112.37,385,386,261,254,124,132,0.68,0.66,0.5,0.5,0.55,0.45,19,17,17,18,3,2,6,7
796,15-16,21,VfB Stuttgart,Hertha BSC,2,0,0,0,15,7,114.71,112.38,470,495,379,410,91,85,0.81,0.83,0.49,0.51,0.46,0.54,12,12,12,12,2,7,10,1
797,15-16,21,Werder Bremen,TSG Hoffenheim,1,1,1,1,17,11,114.5,114.18,388,424,288,308,100,116,0.74,0.73,0.48,0.52,0.51,0.49,13,19,19,12,2,4,6,2
798,15-16,21,SV Darmstadt 98,Bayer 04 Leverkusen,1,2,1,0,12,15,108.7,110.81,232,370,122,258,110,112,0.53,0.7,0.38,0.62,0.48,0.52,20,16,11,20,2,3,3,6
799,15-16,21,1. FC Köln,Eintracht Frankfurt,3,1,1,1,11,14,112.49,113.11,420,529,340,439,80,90,0.81,0.83,0.44,0.56,0.63,0.37,16,19,19,14,4,1,4,8
800,15-16,21,Hamburger SV,Bor. Mönchengladbach,3,2,2,1,17,11,126.56,122.41,417,573,270,429,147,144,0.65,0.75,0.42,0.58,0.46,0.54,15,9,9,15,3,4,3,6
801,15-16,21,FC Augsburg,Bayern München,1,3,0,1,6,24,117.18,117.38,330,768,255,688,75,80,0.77,0.9,0.31,0.69,0.45,0.55,11,9,8,11,1,0,2,5
802,15-16,22,Eintracht Frankfurt,Hamburger SV,0,0,0,0,8,10,112.27,117.84,435,483,321,362,114,121,0.74,0.75,0.48,0.52,0.58,0.42,12,20,20,11,3,2,3,3
803,15-16,22,Bayern München,SV Darmstadt 98,3,1,0,1,37,6,115.53,116.56,813,194,734,115,79,79,0.9,0.59,0.81,0.19,0.52,0.48,10,13,11,10,5,1,18,0
804,15-16,22,Bor. Mönchengladbach,1. FC Köln,1,0,1,0,16,12,116.09,116.46,570,397,456,291,114,106,0.8,0.73,0.59,0.41,0.55,0.45,18,21,19,18,2,2,4,4
805,15-16,22,Hertha BSC,VfL Wolfsburg,1,1,0,0,9,13,113.72,110.36,394,416,305,341,89,75,0.77,0.82,0.48,0.52,0.54,0.46,17,16,16,17,1,0,3,5
806,15-16,22,TSG Hoffenheim,1. FSV Mainz 05,3,2,1,1,13,13,119.48,119.55,440,486,344,396,96,90,0.78,0.81,0.48,0.52,0.56,0.44,8,14,14,8,2,4,6,2
807,15-16,22,FC Ingolstadt 04,Werder Bremen,2,0,1,0,9,12,109.96,110.78,303,377,174,240,129,137,0.57,0.64,0.44,0.56,0.54,0.46,15,23,22,14,1,5,0,4
808,15-16,22,Bayer 04 Leverkusen,Borussia Dortmund,0,1,0,0,9,7,114.46,112.8,419,409,294,297,125,112,0.7,0.73,0.51,0.49,0.48,0.52,20,10,10,20,2,2,8,1
809,15-16,22,FC Schalke 04,VfB Stuttgart,1,1,1,0,15,19,116.11,113.41,361,439,273,349,88,90,0.76,0.79,0.44,0.56,0.58,0.42,16,16,14,15,3,1,4,13
810,15-16,22,Hannover 96,FC Augsburg,0,1,0,1,16,11,117.92,114.9,446,454,332,355,114,99,0.74,0.78,0.5,0.5,0.56,0.44,12,15,15,12,3,1,5,2
811,15-16,23,1. FC Köln,Hertha BSC,0,1,0,1,15,10,114.5,117.25,420,473,317,367,103,106,0.75,0.78,0.46,0.54,0.5,0.5,15,10,10,15,2,1,2,8
812,15-16,23,VfL Wolfsburg,Bayern München,0,2,0,0,12,14,119.8,120.34,348,710,268,638,80,72,0.77,0.9,0.33,0.67,0.52,0.48,8,10,8,7,2,5,1,7
813,15-16,23,Hamburger SV,FC Ingolstadt 04,1,1,1,0,7,12,111.93,107.17,367,375,221,226,146,149,0.6,0.6,0.49,0.51,0.45,0.55,17,12,10,17,2,2,2,5
814,15-16,23,VfB Stuttgart,Hannover 96,1,2,1,1,22,12,115.31,123.58,526,375,425,279,101,96,0.81,0.74,0.6,0.4,0.56,0.44,18,11,11,16,2,2,17,1
815,15-16,23,Werder Bremen,SV Darmstadt 98,2,2,1,1,16,8,110.63,112.05,433,239,309,121,124,118,0.71,0.51,0.64,0.36,0.47,0.53,24,23,23,23,2,0,4,2
816,15-16,23,FC Augsburg,Bor. Mönchengladbach,2,2,0,1,24,10,120.33,123.04,502,562,414,469,88,93,0.82,0.83,0.48,0.52,0.52,0.48,17,8,8,17,1,2,2,5
