season,matchday,h_team,a_team,h_goals,a_goals,h_ht_goals,a_ht_goals,h_shots_on_goal,a_shots_on_goal,h_distance,a_distance,h_total_passes,a_total_passes,h_success_passes,a_success_passes,h_failed_passes,a_failed_passes,h_pass_ratio,a_pass_ratio,h_possesion,a_possesion,h_tackle_ratio,a_tackle_ratio,h_fouls,a_fouls,h_got_fouled,a_got_fouled,h_offside,a_offside,h_corners,a_corners
14-15,29,Eintracht Frankfurt ,Bor. Mönchengladbach ,0,0,0,0,18,11,"119,1 km","114,27 km",429,515,336,417,93,98,78%,81%,46%,54%,47%,53%,17,13,13,17,2,3,8,5
14-15,29,Borussia Dortmund ,SC Paderborn 07 ,3,0,0,0,22,2,"110,32 km","112,26 km",519,377,405,265,114,112,78%,70%,58%,42%,52%,48%,14,7,6,14,3,2,5,3
14-15,29,Bayer 04 Leverkusen ,Hannover 96 ,4,0,2,0,25,5,"104,23 km","102,03 km",390,344,264,226,126,118,68%,66%,54%,46%,57%,43%,14,23,21,14,2,4,11,0
14-15,29,TSG Hoffenheim ,Bayern München ,0,2,0,1,8,21,"117,47 km","113,77 km",306,696,240,613,66,83,78%,88%,30%,70%,50%,50%,16,21,21,16,5,0,1,10
14-15,29,Hertha BSC ,1. FC Köln ,0,0,0,0,10,7,"114,56 km","113,6 km",478,501,401,416,77,85,84%,83%,49%,51%,52%,48%,9,14,14,9,1,2,8,11
14-15,29,SC Freiburg ,1. FSV Mainz 05 ,2,3,0,2,25,12,"117,54 km","118,5 km",485,309,383,199,102,110,79%,64%,61%,39%,47%,53%,15,9,9,15,4,1,10,5
14-15,29,FC Augsburg ,VfB Stuttgart ,2,1,1,1,12,16,"115,44 km","117,1 km",485,352,379,250,106,102,78%,71%,57%,43%,49%,51%,21,16,16,20,6,1,2,6
14-15,29,Werder Bremen ,Hamburger SV ,1,0,0,0,11,8,"110,16 km","112,94 km",379,309,263,198,116,111,69%,64%,55%,45%,47%,53%,12,22,18,12,4,4,3,0
14-15,29,VfL Wolfsburg ,FC Schalke 04 ,1,1,0,0,26,7,"113,19 km","116,48 km",437,402,346,300,91,102,79%,75%,53%,47%,50%,50%,17,19,19,17,1,1,7,1
14-15,30,1. FSV Mainz 05 ,FC Schalke 04 ,2,0,2,0,11,18,"122,33 km","118,68 km",391,606,289,501,102,105,74%,83%,39%,61%,39%,61%,10,11,9,10,2,2,4,6
14-15,30,Borussia Dortmund ,Eintracht Frankfurt ,2,0,2,0,13,11,"116,19 km","113,59 km",396,597,282,471,114,126,71%,79%,40%,60%,43%,57%,22,12,10,20,4,2,2,2
14-15,30,Hannover 96 ,TSG Hoffenheim ,1,2,1,1,12,13,"113,81 km","115,14 km",348,367,211,231,137,136,61%,63%,50%,50%,50%,50%,24,19,18,24,3,2,2,6
14-15,30,VfB Stuttgart ,SC Freiburg ,2,2,2,0,11,14,"113,85 km","115,88 km",299,429,210,339,89,90,70%,79%,41%,59%,47%,53%,17,16,15,17,2,4,4,6
14-15,30,Hamburger SV ,FC Augsburg ,3,2,2,1,15,14,"120,65 km","114,77 km",321,534,203,410,118,124,63%,77%,37%,63%,46%,54%,16,20,19,15,1,3,2,4
14-15,30,1. FC Köln ,Bayer 04 Leverkusen ,1,1,0,0,14,9,"113,39 km","115,22 km",370,409,255,295,115,114,69%,72%,48%,52%,45%,55%,14,16,14,14,0,4,5,4
14-15,30,Bayern München ,Hertha BSC ,1,0,0,0,16,8,"114,14 km","120,02 km",857,225,778,145,79,80,91%,64%,79%,21%,46%,54%,13,7,7,13,2,1,5,2
14-15,30,SC Paderborn 07 ,Werder Bremen ,2,2,2,1,20,13,"111,48 km","110,14 km",253,409,170,322,83,87,67%,79%,39%,61%,54%,46%,22,28,28,22,4,2,14,6
14-15,30,Bor. Mönchengladbach ,VfL Wolfsburg ,1,0,0,0,19,9,"114,1 km","115,27 km",644,425,554,346,90,79,86%,81%,60%,40%,56%,44%,9,14,13,9,0,0,4,5
14-15,31,FC Schalke 04 ,VfB Stuttgart ,3,2,1,1,21,15,"116,68 km","118,29 km",579,303,489,200,90,103,84%,66%,65%,35%,46%,54%,14,14,14,14,2,3,5,4
14-15,31,VfL Wolfsburg ,Hannover 96 ,2,2,2,0,20,14,"111,73 km","118,27 km",557,331,460,226,97,105,83%,68%,63%,37%,55%,45%,9,15,14,7,2,2,5,5
14-15,31,FC Augsburg ,1. FC Köln ,0,0,0,0,16,6,"111,54 km","112,78 km",584,343,479,237,105,106,82%,69%,63%,37%,55%,45%,11,16,15,9,1,1,8,5
14-15,31,TSG Hoffenheim ,Borussia Dortmund ,1,1,1,1,15,11,"113,21 km","113,58 km",406,410,296,288,110,122,73%,70%,50%,50%,52%,48%,15,19,19,14,4,6,8,5
14-15,31,Werder Bremen ,Eintracht Frankfurt ,1,0,0,0,16,15,"113,89 km","113,79 km",304,434,184,309,120,125,61%,71%,41%,59%,53%,47%,22,15,14,18,6,2,10,5
14-15,31,SC Freiburg ,SC Paderborn 07 ,1,2,1,0,15,14,"117,2 km","118,23 km",490,296,361,184,129,112,74%,62%,62%,38%,51%,49%,10,12,12,10,1,0,8,6
14-15,31,Bayer 04 Leverkusen ,Bayern München ,2,0,0,0,20,9,"112,92 km","107,67 km",378,514,275,423,103,91,73%,82%,43%,57%,50%,50%,26,15,13,25,4,0,11,4
14-15,31,1. FSV Mainz 05 ,Hamburger SV ,1,2,0,1,9,13,"110,96 km","114,45 km",512,318,398,213,114,105,78%,67%,62%,38%,45%,55%,12,13,12,12,0,1,8,2
14-15,31,Hertha BSC ,Bor. Mönchengladbach ,1,2,1,1,10,18,"118,42 km","115,44 km",301,807,202,727,99,80,67%,90%,27%,73%,46%,54%,15,10,10,13,1,3,3,3
14-15,32,Hamburger SV ,SC Freiburg ,1,1,0,1,16,15,"120,74 km","120,68 km",430,351,318,232,112,119,74%,66%,55%,45%,48%,52%,16,16,15,16,2,2,5,6
14-15,32,Bayern München ,FC Augsburg ,0,1,0,0,16,12,"102,65 km","113,45 km",690,271,595,198,95,73,86%,73%,71%,29%,52%,48%,13,15,14,12,2,8,4,5
14-15,32,Borussia Dortmund ,Hertha BSC ,2,0,1,0,14,3,"116,55 km","115,67 km",454,513,356,401,98,112,78%,78%,47%,53%,43%,57%,16,11,11,16,1,3,7,3
14-15,32,Bor. Mönchengladbach ,Bayer 04 Leverkusen ,3,0,0,0,10,18,"107,69 km","109,8 km",411,446,306,334,105,112,74%,75%,48%,52%,55%,45%,15,15,13,13,2,2,6,10
14-15,32,Hannover 96 ,Werder Bremen ,1,1,1,0,12,9,"107,48 km","105,35 km",345,289,223,175,122,114,65%,61%,55%,45%,53%,47%,16,19,16,16,6,3,8,1
14-15,32,Eintracht Frankfurt ,TSG Hoffenheim ,3,1,3,0,13,8,"110,59 km","112,25 km",348,513,228,380,120,133,66%,74%,41%,59%,54%,46%,21,25,25,21,3,1,1,1
14-15,32,VfB Stuttgart ,1. FSV Mainz 05 ,2,0,0,0,18,7,"114,05 km","113,92 km",382,393,271,272,111,121,71%,69%,50%,50%,58%,42%,16,19,19,16,0,3,7,2
14-15,32,SC Paderborn 07 ,VfL Wolfsburg ,1,3,0,2,16,10,"114,52 km","111,53 km",453,432,350,330,103,102,77%,76%,52%,48%,52%,48%,9,18,16,8,1,1,11,3
14-15,32,1. FC Köln ,FC Schalke 04 ,2,0,1,0,13,5,"117,11 km","115,43 km",369,581,273,482,96,99,74%,83%,39%,61%,49%,51%,10,16,16,10,4,1,5,6
14-15,33,FC Schalke 04 ,SC Paderborn 07 ,1,0,0,0,19,22,"115,23 km","118,47 km",457,336,335,232,122,104,73%,69%,58%,42%,51%,49%,14,14,14,14,2,1,10,9
14-15,33,Bayer 04 Leverkusen ,TSG Hoffenheim ,2,0,1,0,13,16,"113,21 km","111,94 km",429,325,289,188,140,137,67%,58%,56%,44%,52%,48%,20,15,14,19,7,3,4,9
14-15,33,VfL Wolfsburg ,Borussia Dortmund ,2,1,1,1,12,18,"115,18 km","116,73 km",465,513,353,409,112,104,76%,80%,48%,52%,56%,44%,11,12,12,11,6,3,6,5
14-15,33,1. FSV Mainz 05 ,1. FC Köln ,2,0,0,0,18,12,"121,61 km","118,31 km",518,418,403,297,115,121,78%,71%,56%,44%,55%,45%,15,14,14,13,0,2,2,5
14-15,33,FC Augsburg ,Hannover 96 ,1,2,1,1,8,8,"109,04 km","113,25 km",541,266,446,161,95,105,82%,61%,67%,33%,43%,57%,20,18,18,20,4,1,3,4
14-15,33,Hertha BSC ,Eintracht Frankfurt ,0,0,0,0,9,1,"109,58 km","107,44 km",292,491,184,382,108,109,63%,78%,38%,62%,53%,47%,20,26,22,19,3,1,4,4
14-15,33,Werder Bremen ,Bor. Mönchengladbach ,0,2,0,0,19,14,"117,91 km",115 km,337,724,237,614,100,110,70%,85%,32%,68%,46%,54%,13,7,7,13,0,2,5,4
14-15,33,SC Freiburg ,Bayern München ,2,1,1,1,9,19,"111,92 km","105,83 km",207,744,134,682,73,62,65%,92%,22%,78%,50%,50%,16,15,15,16,3,0,2,10
14-15,33,VfB Stuttgart ,Hamburger SV ,2,1,2,1,22,7,"109,57 km","114,06 km",402,352,304,242,98,110,76%,69%,54%,46%,52%,48%,10,21,19,10,2,0,9,2
14-15,34,Bayern München ,1. FSV Mainz 05 ,2,0,1,0,20,7,"113,81 km","117,54 km",836,285,732,187,104,98,88%,66%,74%,26%,44%,56%,11,11,10,11,1,2,5,3
14-15,34,Borussia Dortmund ,Werder Bremen ,3,2,3,1,23,8,"121,19 km","119,14 km",660,342,527,225,133,117,80%,66%,66%,34%,51%,49%,10,3,3,10,0,3,9,1
14-15,34,Bor. Mönchengladbach ,FC Augsburg ,1,3,1,0,10,15,"114,94 km","116,01 km",424,561,340,482,84,79,80%,86%,42%,58%,54%,46%,13,17,17,12,2,2,1,6
14-15,34,TSG Hoffenheim ,Hertha BSC ,2,1,1,0,16,4,"105,78 km","107,81 km",680,259,607,170,73,89,89%,66%,71%,29%,54%,46%,14,18,18,14,2,3,1,2
14-15,34,Hannover 96 ,SC Freiburg ,2,1,1,0,11,10,"117,38 km","115,86 km",335,459,225,346,110,113,67%,75%,43%,57%,54%,46%,17,15,15,17,0,3,3,5
14-15,34,Eintracht Frankfurt ,Bayer 04 Leverkusen ,2,1,2,1,8,18,"110,91 km","113,15 km",349,490,233,391,116,99,67%,80%,42%,58%,52%,48%,20,14,13,20,4,3,3,8
14-15,34,Hamburger SV ,FC Schalke 04 ,2,0,0,0,10,12,"109,64 km",107 km,419,367,312,260,107,107,74%,71%,54%,46%,54%,46%,15,18,18,14,5,2,3,6
14-15,34,1. FC Köln ,VfL Wolfsburg ,2,2,1,2,12,15,"116,72 km","114,61 km",355,625,273,549,82,76,77%,88%,36%,64%,42%,58%,14,11,8,14,1,2,4,8
14-15,34,SC Paderborn 07 ,VfB Stuttgart ,1,2,1,1,15,18,"115,85 km","111,14 km",409,362,286,248,123,114,70%,69%,52%,48%,51%,49%,12,18,18,12,2,1,2,8
15-16,1,Bayern München ,Hamburger SV ,5,0,1,0,23,5,"108,54 km","111,28 km",771,236,692,152,79,84,90%,64%,77%,23%,52%,48%,10,12,12,10,3,0,7,0
15-16,1,Bayer 04 Leverkusen ,TSG Hoffenheim ,2,1,1,1,25,6,"116,05 km","115,85 km",396,300,295,173,101,127,74%,58%,58%,42%,59%,41%,12,18,17,12,2,1,13,5
15-16,1,FC Augsburg ,Hertha BSC ,0,1,0,0,20,11,"106,49 km","111,25 km",393,430,309,360,84,70,79%,84%,48%,52%,53%,47%,20,22,21,20,1,1,7,4
15-16,1,Werder Bremen ,FC Schalke 04 ,0,3,0,1,15,16,"107,74 km","108,19 km",444,321,346,234,98,87,78%,73%,58%,42%,54%,46%,7,16,16,7,3,3,5,6
15-16,1,1. FSV Mainz 05 ,FC Ingolstadt 04 ,0,1,0,0,9,14,"115,67 km","114,59 km",467,360,324,222,143,138,69%,62%,57%,43%,48%,52%,20,15,13,19,3,5,6,2
15-16,1,SV Darmstadt 98 ,Hannover 96 ,2,2,1,0,11,13,"110,32 km","109,55 km",240,361,125,245,115,116,52%,68%,40%,60%,44%,56%,21,22,22,21,1,1,5,9
15-16,1,Borussia Dortmund ,Bor. Mönchengladbach ,4,0,3,0,18,5,"111,86 km","111,51 km",703,478,626,392,77,86,89%,82%,59%,41%,52%,48%,13,14,13,13,6,0,3,5
15-16,1,VfL Wolfsburg ,Eintracht Frankfurt ,2,1,2,1,5,13,"109,96 km","114,6 km",590,367,498,286,92,81,84%,78%,62%,38%,58%,42%,14,19,19,14,3,7,7,3
15-16,1,VfB Stuttgart ,1. FC Köln ,1,3,0,0,28,9,"113,36 km","112,87 km",395,320,301,214,94,106,76%,67%,57%,43%,51%,49%,13,8,8,13,4,5,13,3
15-16,2,Hertha BSC ,Werder Bremen ,1,1,1,1,10,9,"116,19 km","113,07 km",430,417,334,306,96,111,78%,73%,51%,49%,49%,51%,11,16,16,11,1,4,6,2
15-16,2,FC Schalke 04 ,SV Darmstadt 98 ,1,1,0,1,21,9,"111,76 km","115,28 km",602,171,507,79,95,92,84%,46%,77%,23%,59%,41%,16,18,18,16,4,2,6,6
15-16,2,Eintracht Frankfurt ,FC Augsburg ,1,1,0,1,11,14,112 km,"110,75 km",402,346,303,240,99,106,75%,69%,54%,46%,49%,51%,17,21,21,17,5,4,7,4
15-16,2,1. FC Köln ,VfL Wolfsburg ,1,1,1,0,9,15,"118,84 km","113,13 km",266,624,180,522,86,102,68%,84%,30%,70%,46%,54%,15,11,11,15,2,0,2,4
15-16,2,Hannover 96 ,Bayer 04 Leverkusen ,0,1,0,1,5,11,"108,71 km","114,16 km",341,490,219,394,122,96,64%,80%,40%,60%,56%,44%,15,21,20,15,2,1,3,8
15-16,2,TSG Hoffenheim ,Bayern München ,1,2,1,1,8,21,"116,53 km","110,1 km",222,608,126,516,96,92,57%,85%,27%,73%,42%,58%,18,17,15,17,1,6,5,6
15-16,2,Hamburger SV ,VfB Stuttgart ,3,2,1,2,14,12,"112,73 km","110,6 km",430,336,293,198,137,138,68%,59%,56%,44%,54%,46%,18,22,21,17,1,2,0,5
15-16,2,FC Ingolstadt 04 ,Borussia Dortmund ,0,4,0,0,3,18,"110,07 km","109,33 km",296,556,170,428,126,128,57%,77%,34%,66%,45%,55%,18,16,14,17,4,3,1,4
15-16,2,Bor. Mönchengladbach ,1. FSV Mainz 05 ,1,2,0,1,15,13,"118,4 km","125,03 km",786,346,688,262,98,84,88%,76%,69%,31%,56%,44%,12,12,11,11,2,5,3,0
15-16,3,VfL Wolfsburg ,FC Schalke 04 ,3,0,1,0,9,12,"111,29 km","113,05 km",571,452,480,347,91,105,84%,77%,56%,44%,52%,48%,12,16,16,11,2,0,2,3
15-16,3,VfB Stuttgart ,Eintracht Frankfurt ,1,4,1,2,15,6,"106,46 km","108,27 km",417,381,298,273,119,108,71%,72%,53%,47%,53%,47%,19,17,17,19,2,8,6,1
15-16,3,FC Augsburg ,FC Ingolstadt 04 ,0,1,0,0,10,16,"107,83 km","112,59 km",495,288,386,198,109,90,78%,69%,63%,37%,52%,48%,22,16,16,22,2,3,3,4
15-16,3,1. FC Köln ,Hamburger SV ,2,1,0,0,6,17,"114,22 km","114,4 km",379,404,285,309,94,95,75%,76%,48%,52%,46%,54%,17,9,9,16,4,0,3,8
15-16,3,1. FSV Mainz 05 ,Hannover 96 ,3,0,2,0,18,11,"113,07 km","108,91 km",405,449,317,365,88,84,78%,81%,48%,52%,53%,47%,9,13,12,7,4,3,8,5
15-16,3,SV Darmstadt 98 ,TSG Hoffenheim ,0,0,0,0,5,15,"107,94 km","106,47 km",203,471,98,375,105,96,48%,80%,30%,70%,49%,51%,13,16,16,11,2,3,4,6
15-16,3,Bayern München ,Bayer 04 Leverkusen ,3,0,1,0,14,10,"106,9 km","111,04 km",552,288,475,199,77,89,86%,69%,66%,34%,49%,51%,12,14,12,12,1,3,7,5
15-16,3,Borussia Dortmund ,Hertha BSC ,3,1,1,0,15,4,"108,9 km","109,43 km",573,351,485,247,88,104,85%,70%,61%,39%,58%,42%,16,12,11,15,4,1,5,1
15-16,3,Werder Bremen ,Bor. Mönchengladbach ,2,1,1,1,22,9,"112,44 km","112,74 km",314,524,224,408,90,116,71%,78%,38%,62%,50%,50%,17,18,17,16,2,2,5,6
15-16,4,Bor. Mönchengladbach ,Hamburger SV ,0,3,0,2,13,10,"119,84 km","118,68 km",623,489,550,414,73,75,88%,85%,56%,44%,41%,59%,17,19,19,17,1,3,5,2
15-16,4,Bayern München ,FC Augsburg ,2,1,0,1,28,3,"110,09 km","113,33 km",814,202,735,125,79,77,90%,62%,80%,20%,48%,52%,12,11,11,10,1,3,9,0
15-16,4,Bayer 04 Leverkusen ,SV Darmstadt 98 ,0,1,0,1,16,5,"115,73 km","115,17 km",603,232,475,105,128,127,79%,45%,72%,28%,57%,43%,13,17,16,12,3,3,10,4
15-16,4,Hannover 96 ,Borussia Dortmund ,2,4,1,2,5,17,"111,5 km",110 km,251,623,168,536,83,87,67%,86%,29%,71%,47%,53%,15,16,16,14,2,3,2,4
15-16,4,Hertha BSC ,VfB Stuttgart ,2,1,2,1,9,11,"116,09 km","115,35 km",427,410,312,308,115,102,73%,75%,50%,50%,48%,52%,18,21,21,18,2,3,5,7
15-16,4,FC Ingolstadt 04 ,VfL Wolfsburg ,0,0,0,0,5,17,"110,94 km","107,66 km",300,539,186,431,114,108,62%,80%,36%,64%,53%,47%,10,15,15,10,3,3,2,5
15-16,4,Eintracht Frankfurt ,1. FC Köln ,6,2,4,1,18,13,"113,49 km","111,02 km",480,487,377,378,103,109,79%,78%,50%,50%,49%,51%,14,14,14,14,0,7,4,2
15-16,4,TSG Hoffenheim ,Werder Bremen ,1,3,0,1,10,16,"111,8 km","110,86 km",500,326,373,202,127,124,75%,62%,61%,39%,43%,57%,13,22,20,13,3,5,7,3
15-16,4,FC Schalke 04 ,1. FSV Mainz 05 ,2,1,1,1,24,15,"114,98 km","118,61 km",465,290,370,202,95,88,80%,70%,61%,39%,54%,46%,18,20,19,18,2,3,5,7
15-16,5,1. FSV Mainz 05 ,TSG Hoffenheim ,3,1,1,1,12,13,"119,93 km","116,47 km",487,350,346,224,141,126,71%,64%,58%,42%,47%,53%,13,14,12,13,3,2,6,8
15-16,5,VfL Wolfsburg ,Hertha BSC ,2,0,0,0,14,9,"116,11 km","121,8 km",562,449,476,370,86,79,85%,82%,55%,45%,46%,54%,16,9,8,16,0,2,7,5
15-16,5,Hamburger SV ,Eintracht Frankfurt ,0,0,0,0,10,7,"111,24 km","109,95 km",453,441,335,319,118,122,74%,72%,50%,50%,55%,45%,11,17,16,11,4,5,5,11
15-16,5,Werder Bremen ,FC Ingolstadt 04 ,0,1,0,0,13,14,"109,16 km","111,19 km",361,281,234,168,127,113,65%,60%,56%,44%,55%,45%,24,19,18,24,0,1,8,5
15-16,5,1. FC Köln ,Bor. Mönchengladbach ,1,0,0,0,11,9,"121,73 km","122,43 km",449,684,368,597,81,87,82%,87%,40%,60%,52%,48%,10,16,15,10,3,1,2,2
15-16,5,SV Darmstadt 98 ,Bayern München ,0,3,0,1,5,18,"111,55 km","109,58 km",189,772,110,712,79,60,58%,92%,20%,80%,48%,52%,10,8,8,10,7,2,1,5
15-16,5,VfB Stuttgart ,FC Schalke 04 ,0,1,0,0,26,10,"112,78 km","115,42 km",434,374,324,251,110,123,75%,67%,54%,46%,49%,51%,11,18,16,10,2,1,6,5
15-16,5,Borussia Dortmund ,Bayer 04 Leverkusen ,3,0,1,0,22,8,114 km,"113,01 km",545,401,424,280,121,121,78%,70%,58%,42%,60%,40%,10,17,17,9,1,3,3,1
15-16,5,FC Augsburg ,Hannover 96 ,2,0,2,0,17,16,"114,83 km","118,2 km",418,485,342,398,76,87,82%,82%,46%,54%,50%,50%,12,15,13,11,0,1,7,6
15-16,6,Bayern München ,VfL Wolfsburg ,5,1,0,1,18,7,"116,32 km","113,37 km",773,447,692,366,81,81,90%,82%,63%,37%,57%,43%,11,12,12,10,3,1,5,1
15-16,6,Hertha BSC ,1. FC Köln ,2,0,1,0,16,13,"122,18 km","119,84 km",477,451,366,355,111,96,77%,79%,52%,48%,45%,55%,12,14,14,12,0,3,6,1
15-16,6,FC Ingolstadt 04 ,Hamburger SV ,0,1,0,0,12,8,"110,77 km","114,96 km",347,404,233,280,114,124,67%,69%,46%,54%,44%,56%,15,16,16,14,3,0,8,5
15-16,6,SV Darmstadt 98 ,Werder Bremen ,2,1,1,1,9,12,"111,4 km","109,87 km",258,376,146,247,112,129,57%,66%,42%,58%,38%,62%,20,19,17,19,1,1,5,1
15-16,6,FC Schalke 04 ,Eintracht Frankfurt ,2,0,0,0,13,18,"114,19 km","112,78 km",448,433,359,345,89,88,80%,80%,51%,49%,50%,50%,9,17,17,9,3,1,5,7
15-16,6,Bayer 04 Leverkusen ,1. FSV Mainz 05 ,1,0,0,0,20,3,"119,08 km","116,01 km",582,306,462,176,120,130,79%,58%,66%,34%,54%,46%,16,13,11,15,4,0,11,3
15-16,6,Bor. Mönchengladbach ,FC Augsburg ,4,2,4,0,21,13,"118,45 km","114,92 km",484,496,400,402,84,94,83%,81%,49%,51%,50%,50%,20,21,21,20,3,1,6,2
15-16,6,Hannover 96 ,VfB Stuttgart ,1,3,1,2,8,19,115 km,"115,83 km",478,351,342,238,136,113,72%,68%,58%,42%,55%,45%,15,17,17,15,3,5,3,7
15-16,6,TSG Hoffenheim ,Borussia Dortmund ,1,1,1,0,10,14,"118,33 km","115,59 km",293,675,192,559,101,116,66%,83%,31%,69%,41%,59%,15,13,12,15,2,3,5,4
15-16,7,1. FC Köln ,FC Ingolstadt 04 ,1,1,1,1,15,16,"114,02 km","118,43 km",482,334,387,228,95,106,80%,68%,60%,40%,52%,48%,14,16,15,14,2,1,8,4
15-16,7,VfL Wolfsburg ,Hannover 96 ,1,1,1,0,23,9,"115,99 km","123,64 km",683,322,603,228,80,94,88%,71%,68%,32%,48%,52%,11,9,8,11,1,3,9,0
15-16,7,VfB Stuttgart ,Bor. Mönchengladbach ,1,3,1,2,23,9,"113,32 km","115,35 km",405,408,292,284,113,124,72%,70%,51%,49%,52%,48%,15,15,14,14,3,3,12,3
15-16,7,FC Augsburg ,TSG Hoffenheim ,1,3,1,1,26,11,"108,6 km","114,9 km",539,279,429,178,110,101,80%,64%,67%,33%,52%,48%,8,9,9,7,4,2,7,3
15-16,7,Werder Bremen ,Bayer 04 Leverkusen ,0,3,0,1,9,17,"108,88 km","110,87 km",288,515,163,389,125,126,57%,76%,37%,63%,51%,49%,13,15,14,13,4,7,2,6
15-16,7,1. FSV Mainz 05 ,Bayern München ,0,3,0,0,6,17,"118,88 km","112,26 km",301,738,203,667,98,71,67%,90%,30%,70%,43%,57%,17,11,11,17,2,4,3,4
15-16,7,Hamburger SV ,FC Schalke 04 ,0,1,0,0,13,10,"119,73 km","114,73 km",481,489,397,396,84,93,83%,81%,50%,50%,45%,55%,14,14,12,13,0,1,4,4
15-16,7,Eintracht Frankfurt ,Hertha BSC ,1,1,1,0,11,14,"114,9 km","115,21 km",391,518,294,424,97,94,75%,82%,44%,56%,50%,50%,11,14,14,11,1,3,7,3
15-16,7,Borussia Dortmund ,SV Darmstadt 98 ,2,2,0,1,15,4,"110,15 km","112,52 km",777,235,671,133,106,102,86%,57%,77%,23%,49%,51%,16,13,12,16,4,2,9,0
15-16,8,SV Darmstadt 98 ,1. FSV Mainz 05 ,2,3,1,2,14,14,"117,89 km","118,92 km",283,460,156,347,127,113,55%,75%,38%,62%,53%,47%,12,20,20,12,0,6,2,6
15-16,8,Bor. Mönchengladbach ,VfL Wolfsburg ,2,0,0,0,10,10,"119,46 km","113,05 km",475,500,391,432,84,68,82%,86%,49%,51%,52%,48%,15,14,14,15,3,2,3,1
15-16,8,Hannover 96 ,Werder Bremen ,1,0,0,0,12,19,"113,46 km","113,31 km",311,441,204,322,107,119,66%,73%,41%,59%,46%,54%,17,11,11,17,4,2,7,6
15-16,8,Hertha BSC ,Hamburger SV ,3,0,1,0,14,8,"116,68 km","116,75 km",440,559,351,460,89,99,80%,82%,44%,56%,50%,50%,13,15,15,13,4,0,4,5
15-16,8,TSG Hoffenheim ,VfB Stuttgart ,2,2,1,0,11,18,"115,16 km","117,73 km",341,481,221,356,120,125,65%,74%,41%,59%,51%,49%,12,15,14,12,4,5,6,5
15-16,8,FC Ingolstadt 04 ,Eintracht Frankfurt ,2,0,0,0,14,12,"115,49 km","113,11 km",364,562,249,431,115,131,68%,77%,40%,60%,57%,43%,11,11,10,11,1,2,4,3
15-16,8,FC Schalke 04 ,1. FC Köln ,0,3,0,1,16,12,"112,45 km","113,47 km",568,301,476,194,92,107,84%,64%,66%,34%,45%,55%,15,12,12,15,1,1,3,2
15-16,8,Bayern München ,Borussia Dortmund ,5,1,2,1,15,10,"110,91 km","110,94 km",600,446,513,362,87,84,86%,81%,58%,42%,48%,52%,14,9,7,14,1,2,5,4
15-16,8,Bayer 04 Leverkusen ,FC Augsburg ,1,1,1,1,22,2,"116,45 km","112,59 km",567,326,462,199,105,127,81%,61%,64%,36%,50%,50%,13,22,20,13,2,1,9,1
15-16,9,1. FSV Mainz 05 ,Borussia Dortmund ,0,2,0,1,11,16,"119,9 km","117,03 km",498,444,392,334,106,110,79%,75%,53%,47%,42%,58%,14,16,16,13,4,3,8,4
15-16,9,FC Schalke 04 ,Hertha BSC ,2,1,1,0,19,9,"114,76 km","106,97 km",457,364,390,276,67,88,85%,76%,56%,44%,58%,42%,18,16,16,18,0,0,7,6
15-16,9,VfL Wolfsburg ,TSG Hoffenheim ,4,2,2,1,17,8,"115,08 km","115,8 km",493,480,395,381,98,99,80%,79%,51%,49%,63%,37%,14,12,11,12,3,2,5,4
15-16,9,Hamburger SV ,Bayer 04 Leverkusen ,0,0,0,0,8,10,"108,49 km","108,8 km",377,428,248,294,129,134,66%,69%,46%,54%,51%,49%,22,20,19,20,3,1,3,5
15-16,9,FC Augsburg ,SV Darmstadt 98 ,0,2,0,2,20,12,"113,09 km","116,17 km",591,230,499,118,92,112,84%,51%,71%,29%,47%,53%,13,17,16,13,2,1,2,4
15-16,9,Werder Bremen ,Bayern München ,0,1,0,1,8,13,"116,68 km","112,62 km",218,877,123,781,95,96,56%,89%,20%,80%,47%,53%,15,12,12,15,1,5,2,3
15-16,9,Eintracht Frankfurt ,Bor. Mönchengladbach ,1,5,1,1,7,16,"111,38 km","114,66 km",486,514,371,404,115,110,76%,79%,49%,51%,45%,55%,18,14,13,17,6,6,1,1
15-16,9,1. FC Köln ,Hannover 96 ,0,1,0,1,16,8,"117,12 km","120,13 km",559,343,449,240,110,103,80%,70%,63%,37%,46%,54%,14,17,17,14,3,1,12,3
15-16,9,VfB Stuttgart ,FC Ingolstadt 04 ,1,0,0,0,12,12,"117,23 km","118,33 km",345,408,221,252,124,156,64%,62%,47%,53%,40%,60%,18,9,9,18,5,4,6,5
15-16,10,TSG Hoffenheim ,Hamburger SV ,0,1,0,0,12,20,"109,78 km","112,2 km",317,354,225,241,92,113,71%,68%,47%,53%,43%,57%,24,23,22,23,1,1,1,5
15-16,10,Bayern München ,1. FC Köln ,4,0,2,0,26,4,"110,01 km","110,57 km",819,291,759,221,60,70,93%,76%,74%,26%,45%,55%,8,4,4,7,1,2,10,0
15-16,10,Bayer 04 Leverkusen ,VfB Stuttgart ,4,3,0,0,19,12,"118,26 km","120,6 km",497,288,361,159,136,129,73%,55%,63%,37%,54%,46%,16,13,11,16,6,4,5,3
15-16,10,Hannover 96 ,Eintracht Frankfurt ,1,2,0,0,10,5,"120,31 km","117,03 km",483,619,375,519,108,100,78%,84%,44%,56%,56%,44%,13,14,12,12,2,3,3,2
